placeId,placeName,rating
267,Cameron Library,4.6
268,William Mall,3.7
269,Marsha Caf�,3.3
270,Maureen Caf�,3.0
271,Ebonie Library,4.2
272,Patricia Gallery,4.0
273,Marjorie Gallery,4.0
274,Carol Bookstore,3.9
275,Eric Church,3.2
276,Garry Pharmacy,4.0
277,Rhonda Department Store,4.3
278,Patricia Pub,4.4
279,Mary Park,4.3
280,Esther Park,4.3
281,Eugene Bookstore,3.2
282,June Airport,3.3
283,Herbert Hairdresser's,3.5
284,James Church,4.3
285,Richard Greengrocer's,4.0
286,Heather Book Shop,4.0
287,Karen Bookstore,3.3
288,John Zoo,3.2
289,Nancy Hairdresser's,5.0
290,Jarod Mall,3.0
291,John Hairdresser's,4.4
292,Granville Zoo,3.6
293,James Greengrocer's,3.8
294,Gary Airport,4.7
295,Dora Butcher's,3.9
296,Jeannette Church,4.4
297,John Gym,4.4
298,Everette Gallery,4.0
299,David Caf�,4.5
300,Kenneth Hotel,3.1
301,Harry Airport,4.6
302,Karl Service Station,3.2
303,Jessica Pub,4.7
304,Harry Hotel,3.8
305,Joyce Hotel,3.4
306,William Gallery,4.5
307,Luke Butcher's,4.6
308,Daniel Caf�,3.5
309,Glenda Gallery,4.3
310,Freida Church,3.8
311,Kenneth Airport,3.7
312,Emily Pub,3.3
313,Mary Cinema,3.7
314,Nancy Library,4.7
315,Eleanor Bar,3.8
316,Norman Supermarket,3.5
317,Arthur Gallery,3.7
318,Dawn Cinema,4.9
319,Katherine Greengrocer's,3.9
320,Enrique Hairdresser's,4.4
321,Shane Bar,4.1
322,Kelly Mall,3.1
323,Alfred Butcher's,4.0
324,Eunice Library,4.7
325,James Department Store,4.0
326,Patsy Library,4.0
327,Joseph Cinema,4.7
328,Antoinette Bakery,3.1
329,Elizabeth Library,3.3
330,Sonia Bookstore,3.8
331,Ruth Service Station,5.0
332,Tobias Bakery,4.8
333,Concepcion Gym,4.3
334,William Park,4.1
335,Joe Hotel,4.6
336,Lamont Park,4.4
337,Shawn Pharmacy,5.0
338,Johnny Service Station,3.7
339,Barbara Caf�,4.1
340,George Bestaurant,4.8
341,Thomas Supermarket,4.1
342,Deanna Service Station,3.4
343,Roger Department Store,3.3
344,India Department Store,4.8
345,Rebecca Greengrocer's,3.1
346,Maria Bar,4.1
347,Robert Pub,3.3
348,Rosella Department Store,3.1
349,Anna Hotel,4.3
350,Carolynn Butcher's,4.7
351,Nancy Zoo,4.5
352,Chelsea Park,3.7
353,Tracy Zoo,4.4
354,David Church,4.7
355,Angela Airport,4.7
356,Lisandra Caf�,4.1
357,Robert Gallery,3.9
358,Debra Hotel,4.7
359,Cherie Butcher's,3.2
360,Clinton Airport,3.2
361,Robert Park,3.3
362,Olga Bestaurant,4.7
363,Eric Hotel,4.2
364,Derrick Bar,3.0
365,Robert Airport,4.4
366,Robert Butcher's,3.7
367,Lonnie Greengrocer's,4.3
368,Donald Cinema,3.5
369,Joeann Supermarket,3.3
370,Melissa Hairdresser's,3.7
371,Geraldine Bar,5.0
372,Susan Church,3.2
373,Donald Service Station,4.1
374,Micheal Bookstore,4.5
375,Benjamin Bestaurant,3.9
376,Donna Museum,4.9
377,Gerard Library,4.2
378,Jesse Department Store,4.8
379,Jorge Bakery,3.7
380,Dennis Butcher's,3.9
381,Rose Gallery,3.8
382,Stephen Park,4.4
383,Hilda Greengrocer's,5.0
384,Loretta Gym,4.5
385,Michael Gallery,3.2
386,Douglas Bookstore,4.5
387,Mark Gym,4.6
388,Michael Book Shop,3.4
389,Dorothy Pharmacy,3.8
390,Verda Greengrocer's,3.7
391,Margaret Book Shop,3.7
392,Adrienne Hairdresser's,4.1
393,Frieda Airport,4.1
394,Allan Butcher's,4.3
395,Tommy Church,4.7
396,Jane Mall,3.6
397,Carl Library,4.7
398,Letitia Church,3.2
399,Gary Bar,4.2
400,Robert Book Shop,4.1
401,Margie Bestaurant,4.1
402,Angela Department Store,5.0
403,Linda Mall,4.4
404,Amanda Pub,4.1
405,Dawn Cinema,3.1
406,Crystal Airport,3.9
407,Christopher Bookstore,5.0
408,Maryanne Gallery,3.4
409,Anna Department Store,4.7
410,Richard Book Shop,4.9
411,Adrian Bookstore,4.0
412,Dwayne Gallery,5.0
413,Jason Zoo,4.2
414,Virginia Butcher's,3.6
415,Natalie Mall,3.2
416,Cecile Gym,4.3
417,Michael Park,4.3
418,Rebekah Church,4.5
419,Cindy Zoo,4.1
420,Blanca Pharmacy,4.4
421,Kathy Gym,4.2
422,Sylvia Greengrocer's,3.9
423,Barbara Church,4.9
424,Blanche Hairdresser's,4.8
425,Susan Gym,3.1
426,Brian Gallery,3.1
427,George Church,4.1
428,Suzanne Pharmacy,4.1
429,Stacey Park,3.1
430,Crystal Cinema,4.4
431,Jesse Gallery,4.8
432,Joshua Book Shop,4.8
433,Sadie Service Station,3.3
434,Kimberly Bar,3.7
435,Theressa Cinema,3.4
436,Andy Museum,4.5
437,Jerri Library,5.0
438,Mark Hairdresser's,4.1
439,John Greengrocer's,4.3
440,Rita Park,3.4
441,Joseph Gallery,4.6
442,Angela Gallery,4.9
443,Arlene Supermarket,3.4
444,Oscar Bookstore,3.5
445,James Bookstore,3.9
446,Shirley Pub,3.7
447,Marcia Cinema,4.4
448,Milton Greengrocer's,4.8
449,Eddie Library,4.8
450,Monique Bakery,3.7
451,Joshua Museum,3.5
452,Paul Bar,4.7
453,Milton Bestaurant,3.8
454,Steven Book Shop,4.3
455,Gregory Service Station,3.4
456,Robert Library,4.6
457,Shirley Caf�,4.6
458,Dwain Book Shop,3.3
459,Nancy Park,4.8
460,Winnifred Service Station,4.0
461,Teresa Cinema,4.9
462,Ernest Mall,3.1
463,Robert Gym,4.6
464,Jackie Supermarket,3.2
465,Christian Park,4.7
466,Howard Mall,4.0
467,Ronald Bestaurant,5.0
468,Erin Library,4.6
469,Mark Gallery,4.7
470,Roberto Supermarket,3.9
471,Timothy Bestaurant,4.8
472,Brenda Bestaurant,3.4
473,Phil Hotel,4.5
474,Stacy Hairdresser's,3.7
475,Rosendo Bestaurant,3.6
476,Elizabeth Caf�,3.0
477,Steve Gallery,4.2
478,Christopher Gallery,4.8
479,Lon Park,3.2
480,Phyllis Mall,3.4
481,Marlene Library,3.0
482,Larry Hotel,4.5
483,Amos Service Station,4.5
484,Eunice Cinema,3.8
485,Joyce Greengrocer's,4.8
486,Lisa Museum,3.6
487,Hope Hairdresser's,4.2
488,Juan Caf�,4.4
489,Jeffrey Service Station,4.1
490,Robin Pub,4.0
491,Donald Butcher's,3.1
492,Stella Pharmacy,4.4
493,Paul Mall,3.9
494,Charles Pharmacy,4.0
495,Susan Greengrocer's,3.8
496,Sondra Bakery,5.0
497,Rosemary Bakery,3.7
498,Otis Hairdresser's,4.7
499,Daniel Bestaurant,3.0
500,Phyllis Park,3.6
501,Roy Museum,3.6
502,Cindy Zoo,3.9
503,Tory Butcher's,4.3
504,Leah Bookstore,3.3
505,Michele Museum,4.5
506,Jennifer Bestaurant,3.8
507,Pamela Cinema,3.4
508,Jeffery Greengrocer's,3.2
509,Jay Mall,3.4
510,Juan Cinema,3.1
511,Harold Gym,3.6
512,Christopher Hotel,3.3
513,Susan Museum,3.6
514,James Gym,3.8
515,Guillermo Church,4.5
516,Arlene Mall,3.3
517,Shawn Department Store,3.2
518,Janet Pub,3.5
519,Edith Hotel,3.5
520,Jackie Zoo,3.5
521,John Book Shop,4.9
522,Marcia Library,4.3
523,Willie Greengrocer's,4.1
524,Jocelyn Bestaurant,3.6
525,Richard Pharmacy,4.8
526,Douglas Hotel,3.3
527,Teddy Bar,4.7
528,Bridget Department Store,4.0
529,Ruth Pub,4.1
530,Ronald Caf�,3.7
531,Daniel Butcher's,3.3
532,Anthony Library,4.5
533,Marion Pub,4.3
534,Charles Gym,4.9
535,Billie Greengrocer's,3.8
536,Ola Bookstore,4.8
537,Grady Cinema,4.8
538,Selena Gym,3.4
539,Debbie Supermarket,3.0
540,Michelle Library,4.8
541,Patricia Caf�,4.9
542,Alethea Pub,3.0
543,Todd Pub,5.0
544,Pamela Gym,4.4
545,Amanda Bar,3.9
546,Tyra Caf�,4.4
547,Mildred Caf�,3.2
548,Tomas Museum,4.0
549,Craig Cinema,3.9
550,Eddie Hotel,4.7
551,Janet Airport,4.1
552,Jean Pharmacy,4.2
553,Julia Hotel,4.4
554,Pamela Zoo,4.0
555,Juan Butcher's,3.2
556,Vivian Greengrocer's,3.2
557,Doug Gallery,4.2
558,Kristy Hairdresser's,3.6
559,Steven Book Shop,4.9
560,Carol Hairdresser's,4.4
561,Joe Service Station,4.8
562,Joseph Church,3.3
563,Daniel Library,3.7
564,Karolyn Hairdresser's,3.7
565,Gregory Supermarket,4.8
566,Marilyn Cinema,3.3
567,Michael Airport,3.2
568,Shirley Butcher's,4.5
569,Matthew Bestaurant,4.1
570,Ebony Library,3.6
571,Alicia Hotel,4.0
572,Joshua Gym,4.0
573,Reva Bakery,3.4
574,Judith Church,3.4
575,Malcolm Airport,3.1
576,Marjory Church,3.9
577,Karl Gallery,3.7
578,Gary Gym,4.7
579,Charles Butcher's,4.0
580,Brenda Pharmacy,4.4
581,Harry Zoo,3.6
582,John Hairdresser's,4.7
583,Billy Service Station,3.6
584,Ricarda Pub,3.2
585,Marian Hotel,4.2
586,Cynthia Mall,5.0
587,Sheldon Park,4.2
588,John Cinema,3.0
589,Annie Greengrocer's,3.1
590,Edith Zoo,3.2
591,Margaret Butcher's,4.2
592,Isaac Library,4.7
593,Sterling Park,3.4
594,Vernon Bar,4.7
595,James Zoo,4.4
596,Ralph Bar,4.2
597,Alan Butcher's,4.3
598,Brian Butcher's,3.6
599,Vicki Pub,3.6
600,Andrea Cinema,4.5
601,Tommy Library,4.0
602,John Service Station,3.8
603,Alma Bakery,4.1
604,Zachariah Hairdresser's,4.9
605,Frances Hotel,4.1
606,Cynthia Supermarket,3.9
607,Bruce Supermarket,3.1
608,Jeremy Zoo,3.6
609,Ernest Cinema,4.5
610,Katherine Service Station,3.1
611,Clarence Zoo,4.6
612,Carl Department Store,4.3
613,Samantha Butcher's,4.8
614,Gerald Service Station,3.7
615,Anna Library,4.2
616,Robert Hairdresser's,3.7
617,Matthew Hotel,4.6
618,Pilar Cinema,4.5
619,Gregory Book Shop,4.4
620,Rita Department Store,4.6
621,Brian Bakery,3.5
622,Jeanine Gallery,4.7
623,Cynthia Service Station,3.4
624,Matt Bakery,4.4
625,Helen Service Station,4.7
626,Kirstie Pub,4.2
627,John Bakery,3.8
628,Mildred Butcher's,4.3
629,Esther Pub,3.8
630,Laura Bar,3.3
631,Mary Park,3.7
632,Joe Cinema,4.9
633,Zack Airport,3.8
634,Sarah Hairdresser's,4.2
635,Jon Airport,3.1
636,Lela Gallery,3.6
637,Candice Book Shop,3.2
638,Elizabeth Gym,4.2
639,Michael Mall,3.9
640,Betty Hotel,4.0
641,Jeffrey Park,4.9
642,Kim Gallery,4.6
643,Michael Zoo,3.1
644,Judith Service Station,4.2
645,Lenore Mall,4.7
646,John Pub,4.3
647,Betty Hotel,4.6
648,Samuel Bar,3.5
649,Richard Bakery,4.3
650,Bridget Mall,3.8
651,Donald Book Shop,4.4
652,James Bar,4.8
653,Rose Pub,4.6
654,Katherine Bakery,4.0
655,Charles Mall,5.0
656,Douglas Library,4.4
657,Jeffrey Airport,4.5
658,Kelly Library,4.4
659,Robert Service Station,4.2
660,Michael Greengrocer's,3.6
661,Dina Department Store,4.6
662,Scott Bookstore,4.7
663,Gina Gallery,3.1
664,Frank Airport,4.5
665,Ted Gym,4.1
666,Daniel Butcher's,4.5
667,Samuel Book Shop,3.8
668,Daniel Gallery,4.6
669,Dominga Park,4.5
670,Megan Pub,3.2
671,Joseph Museum,4.3
672,Tyler Hotel,3.2
673,Gladys Caf�,4.6
674,Susan Hairdresser's,4.3
675,Mildred Bakery,5.0
676,Beverly Supermarket,4.9
677,Mary Bar,3.2
678,Hui Bookstore,3.6
679,Morris Caf�,4.3
680,June Library,4.8
681,Rita Greengrocer's,4.8
682,Claudia Bar,4.9
683,William Gallery,4.5
684,Rose Butcher's,4.9
685,Estela Greengrocer's,4.8
686,Mark Gallery,3.1
687,Arlene Airport,3.7
688,Tanja Hairdresser's,3.1
689,Monique Pub,3.5
690,Peter Bakery,4.9
691,Justin Park,4.4
692,Stephen Pub,4.1
693,James Airport,4.3
694,Kellie Bookstore,4.1
695,Calvin Bar,3.9
696,Yvonne Mall,4.8
697,Mark Service Station,3.2
698,Susan Pub,3.5
699,Jason Caf�,3.1
700,Kara Hairdresser's,3.7
701,Glenn Park,4.7
702,Francis Hotel,4.8
703,Susan Mall,4.7
704,Miguel Mall,4.8
705,Harold Library,3.2
706,Helen Caf�,3.2
707,Kimberlee Gym,3.9
708,Margaret Pub,4.7
709,Deborah Bakery,3.2
710,Mary Department Store,3.7
711,Cheryl Pharmacy,4.6
712,Michael Park,3.2
713,Lucile Library,3.3
714,Guadalupe Bar,3.7
715,Joe Museum,4.0
716,Linda Supermarket,5.0
717,Kelly Hairdresser's,3.0
718,Robert Pub,3.7
719,Daniel Gallery,4.3
720,Norman Gym,4.6
721,Crystal Bar,3.5
722,Daniel Bookstore,3.6
723,Thomas Book Shop,3.6
724,Sherrie Butcher's,3.3
725,Albert Park,3.8
726,Steve Museum,3.6
727,Rasheeda Pub,4.7
728,Elmer Bar,4.7
729,Socorro Bakery,3.4
730,Rita Zoo,3.9
731,Clayton Book Shop,4.2
732,Michael Hairdresser's,4.8
733,Elsie Bakery,3.2
734,Jimmie Bestaurant,3.3
735,Carman Park,4.5
736,Leana Cinema,4.3
737,Craig Library,3.6
738,Roland Pharmacy,3.0
739,Mark Pub,3.5
740,Jeremy Department Store,4.7
741,Robert Bar,4.3
742,Delores Butcher's,4.9
743,Nancy Bestaurant,4.8
744,Kirk Greengrocer's,4.4
745,Elizabeth Bar,4.3
746,Donna Library,3.7
747,Roberta Service Station,3.4
748,Audra Cinema,3.1
749,Katherine Gym,4.9
750,Amber Airport,4.5
751,Theresa Pub,4.8
752,Margaret Cinema,4.6
753,Ann Butcher's,4.1
754,Eileen Zoo,4.8
755,Rosemarie Library,5.0
756,Juan Park,3.0
757,Katherine Airport,4.4
758,Willie Bestaurant,5.0
759,Michael Zoo,4.8
760,Grant Airport,3.5
761,Fred Bar,4.9
762,Brittany Caf�,4.8
763,Anthony Pharmacy,3.5
764,Margaret Bakery,3.3
765,Priscilla Hotel,4.0
766,Ruby Bookstore,4.1
767,Robert Bestaurant,3.1
768,Evelyn Service Station,3.1
769,Norma Bestaurant,4.2
770,Melinda Bakery,3.4
771,Timothy Gallery,4.3
772,Mary Hairdresser's,3.9
773,Virginia Park,4.2
774,Billy Hotel,4.6
775,Gerardo Greengrocer's,3.6
776,Judy Cinema,3.0
777,Clifton Greengrocer's,3.9
778,Kimberly Gym,4.0
779,Melinda Bar,4.5
780,Mike Supermarket,3.9
781,Derrick Pharmacy,3.7
782,John Greengrocer's,3.6
783,Connie Hotel,4.8
784,Betty Airport,3.3
785,Cynthia Cinema,4.7
786,Angel Park,4.0
787,Lillian Book Shop,3.1
788,Gertrude Gallery,3.8
789,Gregory Cinema,4.6
790,Karen Museum,3.9
791,Delbert Park,3.1
792,Marjorie Butcher's,3.4
793,Donald Hairdresser's,4.6
794,Diana Pub,4.6
795,Peter Butcher's,3.8
796,William Hotel,4.3
797,Guadalupe Book Shop,3.7
798,Byron Supermarket,4.1
799,Danny Hotel,4.1
800,Alberto Museum,4.1
801,William Cinema,3.2
802,Carol Library,3.4
803,Melissa Church,4.1
804,Lucille Bookstore,3.6
805,Alfred Museum,5.0
806,John Hairdresser's,3.6
807,Roger Bakery,4.9
808,Rolando Park,4.8
809,Tim Library,3.8
810,Kelly Bookstore,3.2
811,William Pharmacy,4.8
812,Rachael Hairdresser's,4.0
813,Harriet Butcher's,4.9
814,Joyce Pub,3.4
815,Michael Library,3.0
816,Megan Supermarket,4.7
817,Veronica Library,4.0
818,Lloyd Airport,3.4
819,Katherine Pub,3.0
820,Daniel Department Store,3.4
821,Mary Bestaurant,4.2
822,George Zoo,3.4
823,Beatrice Bakery,3.7
824,Bessie Greengrocer's,4.2
825,Tony Gym,3.7
826,Lisa Airport,4.2
827,Willie Butcher's,3.2
828,Newton Cinema,4.1
829,Ray Bar,3.1
830,Sharon Bakery,3.2
831,Bill Supermarket,4.7
832,Clara Church,4.1
833,Edwin Gym,3.7
834,Lee Pharmacy,3.7
835,Joseph Bakery,4.8
836,Pedro Airport,3.6
837,Jeffrey Gym,3.7
838,Joseph Greengrocer's,4.4
839,Lewis Caf�,3.1
840,Neil Caf�,3.7
841,Ruth Butcher's,4.0
842,Lupe Department Store,4.6
843,Edward Mall,4.5
844,Peggy Caf�,5.0
845,Joe Pharmacy,4.7
846,Kelly Airport,4.7
847,Charlotte Airport,3.4
848,Jeffrey Bar,4.2
849,Ruby Museum,4.7
850,Billy Bestaurant,3.6
851,Jerome Gym,3.1
852,Michael Mall,4.9
853,Janet Church,4.1
854,Robert Greengrocer's,4.2
855,Barbara Pub,4.7
856,Hector Greengrocer's,3.8
857,Adam Gym,4.3
858,John Bakery,4.5
859,Thomas Service Station,4.2
860,Heidi Supermarket,4.2
861,Kyle Park,5.0
862,Consuelo Department Store,3.6
863,Amalia Bookstore,3.1
864,Amelia Supermarket,4.1
865,Jessica Hairdresser's,3.8
866,John Bar,3.2
867,William Bookstore,3.1
868,John Bestaurant,4.3
869,Marcia Butcher's,4.9
870,Tina Park,3.4
871,Charles Library,3.9
872,Margaret Cinema,3.5
873,June Library,4.2
874,Martin Service Station,3.6
875,Phillip Butcher's,4.9
876,Richard Museum,3.8
877,Neal Bookstore,4.7
878,Maria Museum,4.6
879,Philip Pharmacy,3.3
880,Robert Gallery,3.3
881,Kimberly Greengrocer's,3.5
882,Andrea Church,4.1
883,Tiffani Bookstore,3.6
884,Melody Church,4.6
885,Frances Caf�,3.2
886,Daniel Supermarket,3.4
887,Larue Greengrocer's,4.7
888,Gail Cinema,4.0
889,Richard Mall,3.3
890,Meryl Hotel,4.4
891,Annette Museum,3.5
892,Laura Hairdresser's,3.9
893,Linda Caf�,3.5
894,Casey Department Store,4.5
895,Paul Book Shop,3.5
896,Heather Cinema,3.1
897,Willa Church,4.3
898,Heather Museum,3.9
899,Rhonda Gallery,4.4
900,Brandon Hotel,3.6
901,Jeffrey Hairdresser's,4.3
902,Gary Pub,4.2
903,Karyn Bestaurant,3.5
904,Clifford Department Store,4.9
905,Dorothy Greengrocer's,4.1
906,Myriam Hotel,4.9
907,Mary Caf�,3.6
908,Robert Bakery,3.7
909,Melody Supermarket,4.4
910,Joanne Greengrocer's,4.1
911,Edward Greengrocer's,3.1
912,Rhonda Museum,3.0
913,Molly Gym,3.4
914,Anthony Bookstore,3.4
915,Roger Hotel,5.0
916,Richard Gallery,3.6
917,Jennifer Park,4.0
918,Patrick Caf�,3.4
919,Doyle Bakery,4.2
920,Lakeisha Pub,3.8
921,Karen Hairdresser's,4.9
922,Scott Gym,4.7
923,Timothy Supermarket,3.8
924,Robert Service Station,4.2
925,Barry Airport,4.7
926,Herbert Pub,3.4
927,Ross Hotel,3.4
928,Christopher Pharmacy,5.0
929,Priscilla Greengrocer's,3.8
930,Nicola Bookstore,3.5
931,Maria Hairdresser's,3.6
932,Karen Caf�,3.5
933,Pablo Gallery,3.7
934,Lawrence Hotel,4.8
935,Thomas Gallery,4.8
936,Kathryn Department Store,3.8
937,Jesse Pharmacy,4.3
938,Bobby Bar,4.5
939,Nicole Airport,4.9
940,Kathy Church,4.2
941,Sally Hotel,4.7
942,Annie Zoo,3.5
943,Keith Bookstore,4.4
944,Milton Gym,4.2
945,Bonnie Museum,4.6
946,Travis Library,4.5
947,Laura Library,3.1
948,Emma Caf�,3.4
949,Jan Hairdresser's,3.7
950,Craig Hotel,4.2
951,Connie Library,4.8
952,Erasmo Bestaurant,4.7
953,David Gym,3.6
954,Gloria Library,3.2
955,Robbie Library,3.9
956,Oscar Airport,3.4
